Country,Province,City,Pop.,ABBR,Rent,Total COL,Sal,QOL,Prov. ABBR,Lat,Long,Snow Days/Y,Snow Fall/Y,Total Temps Ave,Summer Temps Ave,Spring Temps Ave,Winter Temps Ave,Fall Temps Ave,Highest 3 Year,Lowest 3 Year,Most Days,Sunny Days/Y,Hours Rained/Y,Winter Daylight
Germany,North Rhine-Westphalia,Bergisch Gladbach,"111,400",DE,963,1726,3483,81,NW,50.9929303,7.1277379,25.666666666666668,30.076666666666657,11.580930656934306,18.995652173913044,10.822101449275362,4.260147601476015,12.119047619047619,16.2,-2.4,Overcast,10.333333333333334,2170.3333333333335,8.812316471914718
Germany,Berlin,Berlin,"3,520,000",DE,1217,2222,3412,96,BB,52.5173885,13.3951309,29.0,28.163333333333327,11.221350364963504,19.73731884057971,10.555072463768115,3.0,11.446520146520147,16.5,-7.9,Overcast,10.666666666666666,1422.3333333333333,8.609687833128332
Germany,North Rhine-Westphalia,Bielefeld,"333,000",DE,801,1611,3396,90,NW,52.0191005,8.531007,29.0,39.24666666666667,11.052919708029197,18.41557971014493,10.302898550724638,3.801476014760147,11.565934065934066,16.6,-5.7,Overcast,8.333333333333334,2081.0,8.685342271422714
Germany,North Rhine-Westphalia,Bochum,"364,700",DE,717,1560,2740,79,NW,51.4818111,7.2196635,24.0,23.613333333333333,11.552828467153285,18.889492753623188,10.692028985507246,4.397047970479704,12.10915750915751,16.3,-4.1,Overcast,9.333333333333334,2033.0,8.749660362853628
Germany,North Rhine-Westphalia,Bonn,"318,800",DE,1110,1957,4013,95,NW,50.7352621,7.1024635,24.333333333333332,25.153333333333336,12.125638686131387,19.64094202898551,11.14963768115942,4.865313653136531,12.72161172161172,17.0,-2.1,Overcast,11.0,1858.0,8.847404212792128
Germany,North Rhine-Westphalia,Bottrop,"117,100",DE,692,1474,2757,78,NW,51.521581,6.929204,20.666666666666668,21.09333333333333,11.755291970802919,19.047463768115943,10.947463768115941,4.61070110701107,12.291941391941391,16.3,-4.1,Overcast,9.333333333333334,1993.3333333333333,8.749660362853628
Germany,Lower Saxony,Braunschweig,"251,400",DE,701,1534,4290,78,NI,52.2646577,10.5236066,28.666666666666668,31.826666666666668,11.182572992700731,18.90326086956522,10.356884057971014,3.683394833948339,11.656043956043957,17.0,-5.6,Overcast,9.333333333333334,1683.3333333333333,8.647809747847479
Germany,Bremen,Bremen,"557,500",DE,899,1785,3265,91,HB,53.0758196,8.8071646,24.666666666666668,23.986666666666665,10.851003649635038,17.902173913043477,10.005434782608695,3.933579335793358,11.443956043956044,16.0,-5.0,Overcast,7.0,1807.0,8.531607718327182
Germany,Bremen,Bremerhaven,"114,000",DE,1084,1796,3106,73,HB,53.5505392,8.5851945,27.333333333333332,33.78666666666666,10.77007299270073,17.50144927536232,9.842753623188406,4.084501845018449,11.538827838827839,15.2,-4.1,Overcast,9.666666666666666,2087.3333333333335,8.471364380893808
Germany,Saxony,Chemnitz,"248,600",DE,609,1385,2767,88,SN,50.8323531,12.918914,44.666666666666664,68.32,10.69881386861314,19.016304347826086,9.768478260869564,2.853874538745387,11.017948717948718,17.6,-7.4,Overcast,11.0,1890.6666666666667,8.829924005740057
Germany,North Rhine-Westphalia,Cologne,"1,060,600",DE,1091,1968,3266,96,NW,50.938361,6.959974,20.333333333333332,23.286666666666665,12.008394160583942,19.464130434782607,11.160144927536232,4.721771217712178,12.561538461538461,17.2,-2.0,Overcast,10.666666666666666,1857.6666666666667,8.821135916359163
Germany,Hesse,Darmstadt,"155,400",DE,1019,1793,3568,93,HE,49.872775,8.651177,21.333333333333332,17.943333333333335,11.819708029197082,20.22826086956522,11.119565217391305,3.819557195571956,11.968131868131868,16.1,-3.0,Overcast,11.0,1621.3333333333333,8.949709358343584
Germany,North Rhine-Westphalia,Dortmund,"586,200",DE,762,1632,3427,93,NW,51.5142273,7.4652789,25.333333333333332,32.82999999999999,11.561040145985402,18.870289855072464,10.631521739130436,4.430996309963099,12.18901098901099,16.7,-3.5,Overcast,10.666666666666666,2102.6666666666665,8.749660362853628
Germany,Saxony,Dresden,"543,800",DE,755,1555,3206,89,SN,51.0493286,13.7381437,31.0,37.87,11.431569343065693,20.036231884057973,10.534782608695652,3.4317343173431736,11.58021978021978,17.6,-7.8,Overcast,11.0,1579.0,8.803464370643706
Germany,North Rhine-Westphalia,Duisburg,"491,200",DE,561,1340,2577,80,NW,51.434999,6.759562,22.666666666666668,25.946666666666662,11.977007299270074,19.26159420289855,11.184782608695652,4.805535055350553,12.532234432234432,16.5,-2.3,Overcast,8.666666666666666,2032.6666666666667,8.75871193111931
Germany,North Rhine-Westphalia,Düsseldorf,"612,200",DE,1090,1979,3937,96,NW,51.2254018,6.7763137,21.0,22.959999999999997,11.928193430656934,19.31195652173913,11.165942028985508,4.659040590405904,12.44981684981685,16.3,-1.9,Overcast,9.333333333333334,2024.3333333333333,8.78566265887659
Germany,Thuringia,Erfurt,"210,100",DE,714,1527,3419,75,TH,50.9777974,11.0287364,31.666666666666668,41.13666666666666,11.109580291970802,19.394202898550724,10.047101449275363,3.306642066420664,11.553846153846154,16.9,-6.6,Overcast,8.0,1531.0,8.812316471914718
Germany,Bavaria,Erlangen,"108,300",DE,910,1688,4577,92,BY,49.5891571,10.9812072,30.0,29.423333333333332,11.024270072992703,19.836231884057973,10.376086956521739,2.7601476014760147,10.974358974358974,17.2,-4.4,Overcast,10.0,1751.6666666666667,8.982868788437884
Germany,North Rhine-Westphalia,Essen,"582,600",DE,666,1516,3571,96,NW,51.4582235,7.0158171,22.333333333333332,29.143333333333327,11.798266423357665,19.096014492753625,10.982608695652173,4.6129151291512915,12.37765567765568,16.5,-3.2,Overcast,9.0,2094.6666666666665,8.75871193111931
Germany,Hesse,Frankfurt,"732,700",DE,1245,2182,4614,95,HE,50.1106444,8.6820917,16.666666666666668,16.753333333333334,11.88941605839416,20.458333333333332,11.166666666666666,3.822140221402214,11.965201465201465,16.0,-4.0,Overcast,10.0,1526.3333333333333,8.92453680811808
Germany,Baden-Württemberg,Freiburg im Breisgau,"226,400",DE,927,1738,3682,88,BW,47.9960901,7.8494005,21.0,32.223333333333336,12.046259124087593,20.27753623188406,10.998550724637683,4.529520295202952,12.245421245421245,18.7,-4.5,Overcast,10.0,1842.3333333333333,9.165143696186963
Germany,Bavaria,Fürth,"124,200",DE,896,1679,3746,77,BY,49.4885711,10.9587203,26.333333333333332,24.00999999999999,11.118339416058395,19.996739130434783,10.452173913043477,2.8180811808118085,11.055311355311357,17.4,-4.2,Overcast,9.333333333333334,1564.3333333333333,8.999278454284543
Germany,North Rhine-Westphalia,Gelsenkirchen,"260,400",DE,726,1506,2335,91,NW,51.5110321,7.0960124,24.0,23.613333333333333,11.820529197080292,19.15833333333333,10.959057971014492,4.666420664206642,12.374725274725275,16.6,-3.8,Overcast,9.333333333333334,2033.0,8.749660362853628
Germany,Lower Saxony,Göttingen,"119,000",DE,800,1578,2816,73,NI,51.5328328,9.9351811,32.333333333333336,42.35,10.87919708029197,18.644202898550724,9.906521739130435,3.4243542435424352,11.412454212454213,17.1,-6.7,Overcast,8.666666666666666,1748.6666666666667,8.740576558015581
Germany,North Rhine-Westphalia,Hagen,"189,000",DE,763,1567,3102,78,NW,51.3582945,7.473296,30.666666666666668,37.169999999999995,11.551916058394163,18.832608695652173,10.657608695652174,4.381918819188192,12.212820512820512,16.2,-2.3,Overcast,9.0,2220.3333333333335,8.767729089790897
Germany,Saxony-Anhalt,Halle,"237,000",DE,596,1388,3303,92,ST,51.4824354,11.9712985,26.333333333333332,33.949999999999996,11.383759124087591,19.798188405797102,10.465942028985507,3.4391143911439115,11.69120879120879,17.5,-6.2,Overcast,11.666666666666666,1370.0,8.749660362853628
Germany,Hamburg,Hamburg,"1,747,400",DE,1127,2172,3668,95,HH,53.550341,10.000654,30.0,35.79333333333334,10.700547445255474,17.931521739130435,10.021376811594202,3.521771217712177,11.202930402930402,15.6,-4.8,Overcast,7.0,1798.0,8.471364380893808
Germany,North Rhine-Westphalia,Hamm,"179,400",DE,754,1515,2146,73,NW,50.0165178,6.4184628,25.666666666666668,34.95333333333334,10.919251824817518,18.493115942028986,10.066666666666666,3.5830258302583027,11.406593406593407,15.2,-4.1,Overcast,8.333333333333334,2030.6666666666667,8.932956611316111
Germany,Lower Saxony,Hanover,"532,200",DE,891,1828,2914,93,NI,52.3744779,9.7385532,27.666666666666668,32.45666666666666,11.216605839416058,18.75036231884058,10.4018115942029,3.8756457564575646,11.710989010989012,17.2,-4.7,Overcast,9.666666666666666,1714.0,8.628822806478066
Germany,Baden-Württemberg,Heidelberg,"156,300",DE,1121,1991,3986,91,BW,49.4093582,8.694724,19.666666666666668,18.713333333333335,12.142609489051095,20.59927536231884,11.426449275362318,4.128782287822879,12.272161172161173,16.7,-3.0,Overcast,10.666666666666666,1852.0,9.007441297662977
Germany,Baden-Württemberg,Heilbronn,"122,600",DE,1124,1909,2780,74,BW,49.142291,9.218655,20.666666666666668,16.333333333333332,12.002007299270074,20.539492753623186,11.106521739130438,4.0472324723247235,12.172527472527472,18.8,-2.8,Overcast,13.333333333333334,1720.3333333333333,9.031766041410412
Germany,North Rhine-Westphalia,Herne,"155,900",DE,844,1631,2191,89,NW,51.5380394,7.219985,23.333333333333332,24.009999999999994,11.646076642335768,18.958695652173915,10.825724637681159,4.499630996309962,12.176556776556778,16.5,-4.8,Overcast,8.333333333333334,2022.0,8.740576558015581
Germany,Lower Saxony,Hildesheim,"101,700",DE,841,1619,2101,74,NI,52.1527188,9.9518083,27.666666666666668,34.85999999999999,11.186040145985402,18.860507246376812,10.281884057971014,3.746863468634687,11.726007326007327,17.1,-6.1,Overcast,8.333333333333334,1680.6666666666667,8.666647816728167
Germany,Bavaria,Ingolstadt,"132,400",DE,907,1659,3399,75,BY,48.7630165,11.4250395,27.0,26.319999999999997,10.6757299270073,19.60289855072464,10.05072463768116,2.292988929889299,10.603663003663005,16.6,-2.9,Overcast,9.666666666666666,1591.3333333333333,9.079690170151702
Germany,Thuringia,Jena,"109,500",DE,657,1320,3670,76,TH,50.9281717,11.5879359,33.0,36.14333333333334,11.443795620437955,19.796014492753624,10.382246376811594,3.5948339483394838,11.864468864468865,17.3,-6.3,Overcast,8.666666666666666,1501.3333333333333,8.821135916359163
Germany,Baden-Württemberg,Karlsruhe,"307,800",DE,981,1891,3046,89,BW,49.0068705,8.4034195,18.333333333333332,11.970000000000004,12.385127737226277,20.9981884057971,11.484420289855072,4.367158671586716,12.547252747252745,18.3,-2.2,Overcast,10.0,1756.3333333333333,9.047847550225503
Germany,Hesse,Kassel,"198,000",DE,715,1509,2761,86,HE,51.3157833,9.4978479,32.333333333333336,39.85333333333333,10.799726277372264,18.70108695652174,9.822101449275362,3.2833948339483396,11.261172161172162,16.6,-6.8,Overcast,8.0,1747.0,8.77671210537105
Germany,Schleswig-Holstein,Kiel,"246,300",DE,866,1678,2775,86,SH,54.3227085,10.135555,32.333333333333336,35.233333333333334,10.335310218978103,17.28804347826087,9.264855072463767,3.5501845018450187,11.123809523809525,14.7,-9.7,Overcast,8.666666666666666,1801.6666666666667,8.356918050430505
Germany,Rhineland-Palatinate,Koblenz,"112,600",DE,822,1583,3498,76,RP,50.3533278,7.5943951,20.333333333333332,22.026666666666667,11.957755474452556,19.86521739130435,10.906884057971014,4.47380073800738,12.454945054945055,16.5,-2.5,Overcast,7.333333333333333,1621.3333333333333,8.890559840098401
Germany,North Rhine-Westphalia,Krefeld,"225,100",DE,796,1626,2717,78,NW,51.3331205,6.5623343,20.0,18.503333333333334,11.694890510948905,18.88333333333333,10.895652173913044,4.637638376383763,12.241025641025642,16.6,-3.3,Overcast,7.666666666666667,1800.3333333333333,8.767729089790897
Germany,Saxony,Leipzig,"560,500",DE,856,1690,3010,92,SN,51.3406321,12.3747329,30.666666666666668,35.88666666666667,11.394616788321168,19.834420289855075,10.472826086956522,3.4003690036900367,11.729670329670329,17.3,-5.5,Overcast,12.0,1463.3333333333333,8.767729089790897
Germany,North Rhine-Westphalia,Leverkusen,"163,500",DE,1240,2037,4167,82,NW,51.0324743,6.9881194,19.333333333333332,20.813333333333336,11.931204379562043,19.343115942028984,11.110507246376812,4.660147601476015,12.485347985347985,16.6,-2.0,Overcast,10.0,1922.0,8.812316471914718
Germany,Schleswig-Holstein,Lübeck,"216,300",DE,934,1743,3206,75,SH,53.866444,10.684738,31.0,31.009999999999994,10.295894160583943,17.457246376811597,9.344202898550725,3.3129151291512917,10.949816849816848,15.5,-9.9,Overcast,7.0,1689.3333333333333,8.42000398728987
Germany,Rhineland-Palatinate,Ludwigshafen,"164,700",DE,1107,1890,3675,76,RP,49.4704113,8.4381568,16.333333333333332,13.113333333333332,12.238868613138685,20.84891304347826,11.507246376811594,4.1225092250922515,12.330769230769231,17.1,-2.9,Overcast,10.0,1479.3333333333333,8.999278454284543
Germany,Saxony-Anhalt,Magdeburg,"235,700",DE,606,1411,2929,73,ST,52.1314783,11.6400789,24.666666666666668,25.036666666666665,11.373175182481752,19.62826086956522,10.627898550724638,3.4302583025830256,11.665567765567765,17.5,-6.2,Overcast,8.333333333333334,1342.6666666666667,8.666647816728167
Germany,Rhineland-Palatinate,Mainz,"209,800",DE,907,1736,3334,79,RP,49.9995205,8.2736253,18.666666666666668,17.966666666666665,11.999726277372263,20.528985507246375,11.23731884057971,3.9583025830258296,12.13003663003663,16.0,-2.8,Overcast,11.666666666666666,1477.3333333333333,8.932956611316111
Germany,Baden-Württemberg,Mannheim,"305,800",DE,1002,1825,4964,94,BW,49.4892913,8.4673098,19.0,15.656666666666666,12.221806569343068,20.715579710144926,11.535507246376813,4.146863468634687,12.344322344322345,16.8,-2.8,Overcast,9.333333333333334,1660.0,8.999278454284543
Germany,North Rhine-Westphalia,Moers,"104,500",DE,741,1525,2913,78,NW,51.451283,6.62843,20.666666666666668,23.77666666666666,11.847171532846716,19.080797101449274,11.059782608695652,4.736900369003689,12.388278388278389,16.3,-2.5,Overcast,8.0,1906.0,8.75871193111931
Germany,North Rhine-Westphalia,Mönchengladbach,"260,000",DE,843,1651,3057,79,NW,51.1947131,6.4353792,18.333333333333332,18.596666666666668,11.576094890510948,18.821376811594206,10.72427536231884,4.470110701107012,12.166300366300366,16.9,-3.8,Overcast,9.0,1784.0,8.78566265887659
Germany,North Rhine-Westphalia,Mülheim,"169,300",DE,760,1543,2836,79,NW,51.4272925,6.8829192,22.666666666666668,25.946666666666662,11.85182481751825,19.13514492753623,11.057608695652174,4.682287822878228,12.408424908424909,16.3,-2.4,Overcast,8.666666666666666,2032.6666666666667,8.75871193111931
Germany,Bavaria,Munich,"1,450,400",DE,1467,2463,3954,94,BY,48.1371079,11.5753822,37.333333333333336,55.95333333333334,10.547262773722627,19.280797101449274,9.791666666666666,2.388560885608856,10.58058608058608,16.6,-5.1,Overcast,13.0,1894.3333333333333,9.149831139811397
Germany,North Rhine-Westphalia,Münster,"310,000",DE,1064,1887,3381,89,NW,51.9625101,7.6251879,25.0,23.659999999999997,11.264872262773721,18.494927536231884,10.452536231884057,4.208118081180812,11.781684981684984,16.6,-5.8,Overcast,7.333333333333333,1835.0,8.685342271422714
Germany,North Rhine-Westphalia,Neuss,"155,400",DE,879,1650,2654,92,NW,51.1981778,6.6916476,19.333333333333332,17.803333333333338,11.836496350364962,19.158695652173915,11.014492753623188,4.658302583025829,12.39047619047619,16.9,-3.0,Overcast,8.333333333333334,1821.6666666666667,8.78566265887659
Germany,Bavaria,Nuremberg,"510,000",DE,898,1767,3627,92,BY,49.453872,11.077298,30.333333333333332,30.753333333333334,11.121076642335767,19.95108695652174,10.539855072463768,2.7701107011070114,11.071428571428571,17.4,-4.4,Overcast,10.333333333333334,1703.3333333333333,8.999278454284543
Germany,North Rhine-Westphalia,Oberhausen,"211,000",DE,797,1605,2531,78,NW,51.4696137,6.8514435,20.666666666666668,21.09333333333333,11.84580291970803,19.138768115942028,11.035869565217391,4.702952029520295,12.382051282051282,16.4,-4.0,Overcast,9.333333333333334,1993.3333333333333,8.749660362853628
Germany,Hesse,Offenbach am Main,"211,000",DE,924,1730,2885,77,HE,50.1055002,8.7610698,20.0,17.29,11.916970802919709,20.44710144927536,11.120652173913044,3.9107011070110698,12.045787545787546,16.1,-3.3,Overcast,9.0,1546.3333333333333,8.92453680811808
Germany,Lower Saxony,Oldenburg,"163,800",DE,949,1727,3179,88,NI,53.1389753,8.2146017,23.666666666666668,25.176666666666662,10.910492700729929,17.737681159420287,10.052536231884059,4.172693726937269,11.564102564102564,16.3,-3.9,Overcast,6.666666666666667,1869.0,8.531607718327182
Germany,Lower Saxony,Osnabrück,"162,400",DE,702,1432,2605,74,NI,52.2719595,8.047635,26.666666666666668,30.63666666666667,11.19735401459854,18.429347826086957,10.398913043478263,4.104059040590406,11.734432234432234,16.4,-5.1,Overcast,7.0,1976.6666666666667,8.647809747847479
Germany,North Rhine-Westphalia,Paderborn,"148,100",DE,810,1589,2694,73,NW,51.7177044,8.752653,32.333333333333336,50.02666666666667,11.33448905109489,18.68840579710145,10.442391304347826,4.139483394833949,11.943956043956044,16.7,-5.3,Overcast,10.666666666666666,2309.0,8.722305022550225
Germany,Baden-Württemberg,Pforzheim,"122,200",DE,791,1565,3118,77,BW,48.890934,8.7025509,23.666666666666668,22.91333333333333,11.9,20.285507246376813,10.819565217391306,4.1258302583025825,12.231868131868133,18.6,-2.3,Overcast,11.666666666666666,1688.0,9.063821637966381
Germany,Brandenburg,Potsdam,"167,700",DE,1071,1902,3440,79,BB,52.4009309,13.0591397,29.666666666666668,31.476666666666663,11.296532846715328,19.532971014492755,10.621014492753622,3.2619926199261995,11.628205128205128,16.9,-7.0,Overcast,9.333333333333334,1427.0,8.628822806478066
Germany,North Rhine-Westphalia,Recklinghausen,"114,300",DE,710,1535,2901,76,NW,51.6143815,7.1978546,24.0,24.429999999999996,11.450364963503649,18.74927536231884,10.645289855072464,4.308856088560885,11.974358974358974,16.5,-5.3,Overcast,8.333333333333334,1966.3333333333333,8.731457216072162
Germany,Bavaria,Regensburg,"145,500",DE,902,1720,3448,88,BY,49.0195333,12.0974869,28.666666666666668,33.973333333333336,10.647171532846716,19.677173913043475,10.081884057971013,2.1306273062730625,10.543589743589742,16.3,-3.8,Overcast,8.0,1532.3333333333333,9.047847550225503
Germany,North Rhine-Westphalia,Remscheid,"109,500",DE,831,1608,2878,79,NW,51.1798706,7.1943544,37.666666666666664,59.10333333333333,9.933211678832116,17.217753623188408,9.181521739130435,2.699261992619926,10.50952380952381,14.1,-6.4,Overcast,9.333333333333334,2491.0,8.78566265887659
Germany,Baden-Württemberg,Reutlingen,"114,310",DE,1008,1876,3479,91,BW,48.4919508,9.2114144,28.666666666666668,29.843333333333334,11.246076642335767,19.656521739130433,10.097826086956522,3.5789667896678967,11.515018315018315,17.6,-4.7,Overcast,11.666666666666666,1741.0,9.111116564165643
Germany,Mecklenburg-Vorpommern,Rostock,"206,000",DE,685,1481,2603,84,MV,54.0886707,12.1400211,29.333333333333332,30.893333333333334,10.352463503649634,17.676811594202896,9.297101449275363,3.2154981549815496,11.0992673992674,15.6,-7.1,Overcast,8.666666666666666,1688.6666666666667,8.388663038130382
Germany,Saarland,Saarbrücken,"178,200",DE,701,1479,3157,87,SL,49.234362,6.996379,20.666666666666668,23.473333333333333,11.838047445255475,19.947101449275365,11.059057971014493,4.143173431734318,12.065934065934066,15.9,-4.4,Overcast,10.333333333333334,1922.0,9.023685844608446
Germany,Lower Saxony,Salzgitter,"101,100",DE,750,1511,1759,71,NI,52.1503721,10.3593147,29.0,33.086666666666666,11.029653284671532,18.734782608695653,10.119202898550723,3.581180811808118,11.554212454212454,16.9,-5.1,Overcast,9.333333333333334,1609.3333333333333,8.666647816728167
Germany,North Rhine-Westphalia,Siegen,"102,400",DE,758,1450,2727,74,NW,50.8751175,8.0256131,33.666666666666664,54.73999999999998,10.5353102189781,18.008695652173913,9.792028985507246,3.1690036900369,11.043589743589743,15.4,-4.3,Overcast,9.666666666666666,2380.0,8.829924005740057
Germany,North Rhine-Westphalia,Solingen,"158,700",DE,872,1691,4494,84,NW,51.1721629,7.0845893,30.333333333333332,44.63666666666666,10.749452554744526,18.070289855072463,10.060869565217391,3.440959409594096,11.299267399267398,15.0,-5.0,Overcast,10.666666666666666,2452.3333333333335,8.794580043050432
Germany,Baden-Württemberg,Stuttgart,"623,700",DE,1276,2207,3556,93,BW,48.7784485,9.1800132,24.0,23.47333333333333,11.72874087591241,20.221376811594205,10.82536231884058,3.8461254612546134,11.880952380952381,18.4,-2.8,Overcast,11.0,1700.3333333333333,9.079690170151702
Germany,Rhineland-Palatinate,Trier,"114,900",DE,862,1725,2897,86,RP,49.7596208,6.6441878,22.333333333333332,24.709999999999997,11.748813868613139,19.57210144927536,10.778260869565218,4.344280442804429,12.17106227106227,16.6,-3.7,Overcast,11.0,1902.6666666666667,8.966345756457565
Germany,Baden-Württemberg,Ulm,"122,636",DE,1027,1845,3839,88,BW,48.3984968,9.9912458,33.0,36.586666666666666,10.273266423357665,18.900000000000002,9.480072463768115,2.2335793357933578,10.334432234432235,15.3,-5.3,Overcast,12.333333333333334,1665.0,9.11890962484625
Germany,Hesse,Wiesbaden,"276,200",DE,1039,1922,3900,94,HE,50.0820384,8.2416556,21.0,24.546666666666656,11.728740875912408,20.07246376811594,11.035869565217391,3.7856088560885612,11.878754578754577,15.5,-4.8,Overcast,11.333333333333334,1587.3333333333333,8.92453680811808
Germany,Lower Saxony,Wolfsburg,"124,000",DE,653,1413,4398,77,NI,52.4205588,10.7861682,28.333333333333332,31.94333333333333,11.084762773722627,18.818115942028985,10.219202898550725,3.5793357933579335,11.591941391941393,16.9,-6.4,Overcast,8.0,1617.6666666666667,8.628822806478066
Germany,North Rhine-Westphalia,Wuppertal,"350,000",DE,653,1488,3021,81,NW,51.264018,7.1780374,33.333333333333336,46.06,11.2742700729927,18.56992753623188,10.514855072463767,4.017343173431733,11.86996336996337,15.7,-2.6,Overcast,9.333333333333334,2397.3333333333335,8.77671210537105
Germany,Bavaria,Würzburg,"124,900",DE,688,1307,3422,74,BY,49.7780356,9.9434769,23.666666666666668,22.936666666666667,11.364963503649635,19.951449275362318,10.498550724637681,3.338007380073801,11.52820512820513,17.0,-3.8,Overcast,9.333333333333334,1562.3333333333333,8.958042189421896
Italy,Apulia,Bari,"316,736",IT,799,1588,1851,81,AP,41.1257843,16.8620293,2.3333333333333335,0.7466666666666667,18.42399635036496,26.939855072463768,15.961231884057971,11.190774907749077,19.484615384615385,21.9,2.7,Overcast,47.333333333333336,876.6666666666666,9.810623677736777
Italy,Lombardy,Bergamo,"119,809",IT,773,1547,2227,85,LO,45.7566557,9.7542192,14.333333333333334,14.816666666666665,11.79397810218978,20.85,10.627898550724638,3.5656826568265685,11.985347985347985,17.1,-6.4,Overcast,11.666666666666666,1890.3333333333333,9.39773086305863
Italy,Emilia-Romagna,Bologna,"389,200",IT,895,1727,2097,85,ER,44.4938203,11.3426327,5.0,13.883333333333335,15.257846715328466,25.363768115942026,13.890217391304347,5.925830258302583,15.687179487179488,20.3,0.2,Overcast,18.333333333333332,1160.0,9.519303802788027
Italy,Trentino-Alto Adige/Südtirol,Bolzano,"106,410",IT,841,1518,2006,62,TT,46.6559455,11.2302129,84.0,230.51,5.702919708029197,14.484420289855072,4.628623188405797,-2.5852398523985243,6.138461538461539,11.5,-12.7,Overcast,12.666666666666666,2481.3333333333335,9.30594130791308
Italy,Lombardy,Brescia,"197,236",IT,883,1762,1983,82,LO,45.7795805,10.425873,37.333333333333336,80.59333333333332,8.496259124087588,17.166304347826085,7.0931159420289855,0.703321033210332,8.885347985347984,15.1,-9.0,Overcast,13.0,2023.6666666666667,9.390792978679785
Italy,Sardinia,Cagliari,"148,296",IT,761,1586,1821,77,SA,39.2171994,9.113311,0.0,0.0,19.154653284671532,25.155072463768118,16.382608695652173,13.669741697416974,21.335531135531138,20.0,10.9,Overcast,42.333333333333336,466.6666666666667,9.968998247232472
Italy,Sicily,Catania,"299,730",IT,588,1298,1992,81,SI,37.5023612,15.0873718,0.3333333333333333,0.023333333333333334,19.2029197080292,27.23731884057971,16.36449275362319,12.239483394833947,20.862271062271063,24.2,7.2,Overcast,43.666666666666664,714.3333333333334,10.097166451414514
Italy,Emilia-Romagna,Ferrara,"129,724",IT,647,1393,1680,81,ER,44.7667642,11.827939,1.6666666666666667,4.853333333333334,15.019525547445257,25.02210144927536,13.793478260869563,5.556457564575647,15.54029304029304,18.6,-2.0,Overcast,15.666666666666666,1086.0,9.492812730627305
Italy,Tuscany,Florence,"362,742",IT,964,1785,2001,85,TU,43.7697955,11.2556404,4.333333333333333,6.0200000000000005,15.767609489051095,25.074637681159423,13.886956521739132,7.780442804428044,16.188278388278388,19.8,-2.1,Overcast,20.0,1589.0,9.584285219352193
Italy,Apulia,Foggia,"146,017",IT,631,1334,1782,77,AP,41.5028106,15.4528939,2.3333333333333335,1.19,17.717335766423357,27.389492753623188,15.132246376811594,9.735793357933579,18.475457875457877,22.5,0.1,Overcast,32.0,886.0,9.781238120131203
Italy,Emilia-Romagna,Forlì,"116,726",IT,858,1614,2124,79,ER,44.2227278,12.041273,3.6666666666666665,2.7300000000000004,15.208394160583943,24.91340579710145,13.728985507246376,6.222509225092251,15.81245421245421,18.0,-1.0,Overcast,18.666666666666668,1108.3333333333333,9.538982431324316
Italy,Liguria,Genoa,"561,191",IT,769,1620,2028,81,LI,44.40726,8.9338624,1.6666666666666667,2.66,16.562956204379564,24.123913043478264,14.521376811594202,10.055350553505535,17.442857142857143,17.2,4.0,Overcast,15.666666666666666,1970.0,9.525881324313245
Italy,Campania,Giugliano in Campania,"124,222",IT,685,1389,1685,69,CM,40.9283217,14.2011232,0.6666666666666666,1.0733333333333333,16.8279197080292,25.498188405797098,14.447826086956521,9.506642066420666,17.736263736263737,19.8,-0.6,Overcast,22.666666666666668,1469.0,9.828086920869207
Italy,Lazio,Latina,"127,719",IT,664,1345,1908,81,LZ,41.4595261,13.0125912,0.0,0.0,17.56706204379562,25.845289855072465,15.074637681159421,10.631734317343172,18.6021978021978,20.1,2.4,Overcast,31.0,1150.0,9.787143357933578
Italy,Tuscany,Livorno,"153,859",IT,736,1510,1634,84,TU,42.7902379,10.3402239,0.0,0.0,18.000638686131385,25.58913043478261,15.415579710144927,11.662730627306273,19.233699633699633,19.5,8.1,Overcast,29.0,1156.3333333333333,9.672423134481345
Italy,Sicily,Messina,"219,387",IT,532,1176,1820,78,SI,38.1937571,15.5542082,0.6666666666666666,0.46666666666666673,18.739598540145987,26.067753623188402,15.83876811594203,12.521033210332105,20.436630036630035,25.8,8.9,Overcast,27.666666666666668,1504.3333333333333,10.044554561295614
Italy,Lombardy,Milan,"1,358,420",IT,1295,2307,2386,88,LO,45.4641943,9.1896346,4.666666666666667,7.0,14.184580291970802,24.081521739130434,13.523913043478263,4.828782287822878,14.134065934065934,20.3,-0.6,Overcast,13.666666666666666,1551.3333333333333,9.425282134071342
Italy,Emilia-Romagna,Modena,"184,836",IT,853,1700,1965,83,ER,44.5384728,10.9359609,6.333333333333333,21.139999999999997,14.842244525547446,24.777173913043477,13.515217391304347,5.706273062730627,15.208791208791208,21.4,0.5,Overcast,19.333333333333332,1192.0,9.512708148831488
Italy,Lombardy,Monza,"122,369",IT,917,1764,1991,85,LO,45.6395418,9.2788304,7.0,7.863333333333333,13.885583941605839,23.555072463768116,13.057608695652176,4.833948339483395,13.932234432234432,18.9,-1.4,Overcast,10.666666666666666,1752.3333333333333,9.404648554735548
